web-scraper-order,web-scraper-start-url,link_to,link_to-href,title,match_info
"1541972120-53","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","1:2","https://www.nogomania.com/Evropske-Lige/Ekipa/Juventus/Novica/Neverjeten-razplet-v-Torinu-Mourinho-slavi.aspx","Neverjeten razplet v Torinu, Mourinho slavi!","Štadion: Allianz Stadium, Gledalcev: , Sodnik: Ovidiu Hategan (ROM)
        
        
            
                
                
                Juventus
            
            
                1 : 2
            
            
                
                
                Manchester Utd.
            
        
    
    
        
            
            
          12'Nemanja Matić55'Alex Sandro  65'Cristiano Ronaldo1 : 0 75'Paulo Dybala    75'Ander Herrera 1 : 186'Juan Manuel Mata 1 : 289'Alex Sandro (AG)
        
        
            Juventus: Wojciech Szczesny, Alex Sandro, Mattia De Sciglio (od 83. Andrea Barzagli), Giorgio Chiellini, Leonardo Bonucci, Juan Cuadrado (od 92. Mario Mandžukić), Rodrigo Bentancur, Sami Khedira (od 61. Blaise Matuidi), Miralem Pjanić, Cristiano Ronaldo, Paulo Dybala.
Trener: Massimiliano Allegri
            
            Manchester Utd.: David De Gea, Chris Smalling, Luke Shaw, Victor Lindelöf, Jesse Lingard (od 70. Marcus Rashford), Ander Herrera (od 79. Juan Manuel Mata), Nemanja Matić, Ashley Young, Paul Pogba, Anthony Martial, Alexis Sanchez (od 79. Marouane Fellaini).
Trener: Jose Mourinho"
"1541972269-102","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","2:1","https://www.nogomania.com/Evropske-Lige/Ekipa/Tottenham/Novica/Tottenham-je-obrnil-tekmo-proti-PSV.aspx","Tottenham je obrnil tekmo proti PSV","Štadion: Wembley, Gledalcev: 46588, Sodnik: Ivan Kružliak (SVK)
        
        
            
                
                
                Tottenham
            
            
                2 : 1
            
            
                
                
                PSV Eindhoven
            
        
    
    
        
            
            
         0 : 12'Luuk de Jong  38'Hirving Lozano63'Heung-Min Son  78'Harry Kane1 : 1 89'Trent Sainsbury (AG)2 : 1   93'Daniel Schwaab95'Kieran Trippier  
        
        
            Tottenham: Paulo Gazzaniga, Benjamin Davies, Toby Alderweireld, Davinson Sanchez, Dele Alli, Harry Winks, Serge Aurier (od 75. Kieran Trippier), Christian Eriksen, Lucas Moura (od 62. Erik Lamela), Harry Kane, Heung-Min Son (od 75. Fernando Llorente).
Trener: Mauricio Pochettino
            
            PSV Eindhoven: Jeroen Zoet, Daniel Schwaab, Angeliño, Denzel Dumfries, Nick Viergever, Pablo Rosario, Jorrit Hendrix, Gastón Pereiro (od 73. Donyell Malen), Steven Bergwijn (od 86. Erick Gutiérrez), Hirving Lozano, Luuk de Jong (od 81. Trent Sainsbury).
Trener: Mark van Bommel"
"1541972292-109","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","2:0","https://www.nogomania.com/Evropske-Lige/Ekipa/Atletico-Madrid/Novica/Sladko-mascevanje-Atletica.aspx","Sladko maščevanje Atletica","Štadion: Estadio Wanda Metropolitano, Gledalcev: 61023, Sodnik: Daniele Orsato (ITA)
        
        
            
                
                
                Atletico Madrid
            
            
                2 : 0
            
            
                
                
                Borussia Dortmund
            
        
    
    
        
            
            
        6'Angel Correa    31'Jadon Sancho33'Saul1 : 0 80'Antoine Griezmann2 : 0   91'Manuel Akanji  93'Marco Reus
        
        
            Atletico Madrid: Jan Oblak, Luis Filipe, Jose Gimenez (od 46. Francisco Montero), Lucas Hernández, Saul, Thomas, Juanfran, Rodri, Nikola Kalinić (od 62. Gelson Martins), Antoine Griezmann, Angel Correa (od 80. Vitolo).
Trener: Diego Pablo Simeone
            
            Borussia Dortmund: Roman Burki, Manuel Akanji, Omer Toprak, Achraf Hakimi, Lukasz Piszczek, Marco Reus, Thomas Delaney, Axel Witsel, Christian Pulišić (od 59. Raphaël Guerreiro), Jadon Sancho (od 79. Jacob Bruun Larsen), Paco Alcacer (od 75. Mario Götze).
Trener: Lucien Favre"
"1541972205-81","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","2:3","https://www.nogomania.com/Evropske-Lige/Ekipa/AEK-Atene/Novica/Kljub-igralcu-manj-Benfica-zavzela-Atene.aspx","Kljub igralcu manj Benfica zavzela Atene","Štadion: Olimpijski stadion Spyros Louis, Gledalcev: 31154, Sodnik: Orel Grinfeld (IZR)
        
        
            
                
                
                AEK
            
            
                2 : 3
            
            
                
                
                Benfica
            
        
    
    
        
            
            
         0 : 16'Haris Seferović  8'Ruben Dias 0 : 215'Alejandro Grimaldo34'Ezequiel Ponce  40'Anastasios Bakasetas    45'Ruben Dias53'Viktor Klonaridis1 : 2 63'Viktor Klonaridis2 : 2  2 : 374'Alfa Semedo  79'Andre Almeida  93'Alejandro Grimaldo
        
        
            AEK: Vasilios Barkas, Dmitro Čigrinski, Marios Oikonomou (od 68. Uroš Ćosić), Niklas Hult, Michalis Bakakis, André Simões (od 79. Rodrigo Galo), Konstantinos Galanopoulos, Petros Mantalos, Anastasios Bakasetas, Viktor Klonaridis, Ezequiel Ponce (od 60. Georgios Giakoumakis).
Trener: Marinos Ouzounidis	
            
            Benfica: Odisseas Vlachodimos, Alejandro Grimaldo, Ruben Dias, Germán Conti, Gedson Fernandes, Ljubomir Fejsa, Andre Almeida, Pizzi (od 62. Alfa Semedo), Eduardo Salvio (od 46. Cristian Lema), Haris Seferović, Rafa Silva (od 84. Franco Cervi).
Trener: Rui Vitoria"
"1541972192-76","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","2:2","https://www.nogomania.com/Evropske-Lige/Ekipa/Sahtar-Donjeck/Novica/Brazilski-mladenic-resil-Sahtar.aspx","Brazilski mladenič rešil Šahtar","Štadion: Donbass Arena, Gledalcev: 28336, Sodnik: Jakob Kehlet (DAN)
        
        
            
                
                
                Šahtar
            
            
                2 : 2
            
            
                
                
                Hoffenheim
            
        
    
    
        
            
            
         0 : 16'Florian Grillitsch27'Ismaily1 : 1   29'Florian Grillitsch 1 : 238'Havard Nordtveit45'Junior Moraes  52'Alan Patrick  77'Jaroslav Rakitskij  81'Maycon2 : 2 
        
        
            Šahtar: Andrij Pjatov, Jaroslav Rakitskij, Bohdan Butko, Ismaily, Davit Khočolava, Sergij Bolbat (od 57. Viktor Kovalenko), Marlos, Taras Stepanenko, Alan Patrick (od 76. Maycon), Junior Moraes, Taison.
Trener: Paulo Fonseca
            
            Hoffenheim: Oliver Baumann, Havard Nordtveit, Pavel Kaderabek, Stefan Posch, Kevin Vogt, Leonardo Bittencourt (od 64. Kerem Demirbay), Nico Schulz, Andrej Kramarić (od 85. Reiss Nelson), Adam Szalai (od 75. Steven Zuber), Florian Grillitsch, Joelinton.
Trener: Julian Nagelsmann"
"1541972247-95","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","4:0","https://www.nogomania.com/Evropske-Lige/Ekipa/Liverpool/Novica/Crvena-zvezda-nemocna-na-Anfieldu.aspx","Crvena zvezda nemočna na Anfieldu","Štadion: Anfield, Gledalcev: 53024, Sodnik: Daniel Siebert (NEM)
        
        
            
                
                
                Liverpool
            
            
                4 : 0
            
            
                
                
                Crvena zvezda
            
        
    
    
        
            
            
        20'Roberto Firmino1 : 0 45'Mohamed Salah2 : 0   50'Filip Stojković51'Mohamed Salah (11m)3 : 0   55'Nenad Krstičić  74'Branko Jovičić80'Sadio Mane4 : 0   86'Dušan Jovančić  88'Marko Gobeljić
        
        
            Liverpool: Alisson, Trent Alexander-Arnold, Joe Gomez, Fabinho, Virgil van Dijk, Andrew Robertson (od 82. Alberto Moreno), Xherdan Shaqiri (od 68. Adam Lallana), Roberto Firmino, Georginio Wijnaldum, Mohamed Salah (od 73. Daniel Sturridge), Sadio Mane.
Trener: Jürgen Klopp
            
            Crvena zvezda: Milan Borjan, Srdjan Babić, Miloš Degenek, Filip Stojković, Marko Gobeljić, Branko Jovičić (od 75. Goran Čaušić), Slavoljub Srnić, Nenad Krstičić, Lorenzo Ebecilio (od 65. Dušan Jovančić), Richmond Boakye, El Fardou Ben Nabouhane (od 81. Veljko Simić).
Trener: Vladan Milojević"
"1541972140-60","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","0:3","https://www.nogomania.com/Evropske-Lige/Ekipa/Manchester-Utd/Novica/Pogba-blestel-ob-visoki-zmagi-Uniteda.aspx","Pogba blestel ob visoki zmagi Uniteda","Štadion: Stade de Suisse, Gledalcev: 31120, Sodnik: Deniz Aytekin (NEM)
        
        
            
                
                
                Young Boys
            
            
                0 : 3
            
            
                
                
                Manchester Utd.
            
        
    
    
        
            
            
         0 : 135'Paul Pogba 0 : 244'Paul Pogba (11m)  49'Fred 0 : 366'Anthony Martial82'Roger Assalé  
        
        
            Young Boys: David von Ballmoos, Camara Camara, Kevin Mbabu, Steve von Bergen, Loris Benito, Djibril Sow (od 59. Michel Aebischer), Sékou Sanogo, Christian Fassnacht (od 65. Moumi Ngamaleu), Roger Assalé, Guillaume Hoarau (od 75. Jean-Pierre Nsame), Miralem Sulejmani.
Trener: Gerardo Seoane
            
            Manchester Utd.: David De Gea, Chris Smalling, Luke Shaw, Victor Lindelöf, Diogo Dalot, Nemanja Matić, Fred (od 70. Marouane Fellaini), Paul Pogba (od 75. Andreas Pereira), Anthony Martial, Romelu Lukaku, Marcus Rashford (od 69. Juan Manuel Mata).
Trener: Jose Mourinho"
"1541972174-70","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","2:2","https://www.nogomania.com/Evropske-Lige/Ekipa/Olympique-Lyonnais/Novica/Lyon-zapravil-odlicno-priloznost-za-osmino-finala.aspx","Lyon zapravil odlično priložnost za osmino finala","Štadion: Stade des Lumières, Gledalcev: , Sodnik: Danny Makkelie (NIZ)
        
        
            
                
                
                Lyon
            
            
                2 : 2
            
            
                
                
                Hoffenheim
            
        
    
    
        
            
            
        6'Jason Denayer    18'Kasim Nuhu19'Nabil Fekir1 : 0 28'Tanguy NDombele2 : 0   43'Florian Grillitsch  48'Ermin Bičakčić  51'Kasim Nuhu 2 : 165'Andrej Kramarić  72'Joelinton  72'Kevin Vogt91'Jeremy Morel   2 : 292'Pavel Kaderabek
        
        
            Lyon: Anthony Lopes, Marcelo, Rafael, Jeremy Morel, Jason Denayer, Ferland Mendy, Tanguy NDombele (od 88. Pape Cheikh), Houssem Aouar, Lucas Tousart, Nabil Fekir (od 74. Moussa Dembélé), Memphis Depay (od 87. Bertrand Traore).
Trener: Bruno Génésio
            
            Hoffenheim: Oliver Baumann, Ermin Bičakčić, Pavel Kaderabek, Kasim Nuhu, Kerem Demirbay (od 79. Havard Nordtveit), Kevin Vogt, Nico Schulz, Andrej Kramarić, Ishak Belfodil (od 67. Adam Szalai), Florian Grillitsch (od 57. Reiss Nelson), Joelinton.
Trener: Julian Nagelsmann"
"1541972307-113","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","3:1","https://www.nogomania.com/Evropske-Lige/Ekipa/Atletico-Madrid/Novica/Atletico-trdno-v-sedlu-za-osmino-finala.aspx","Atletico trdno v sedlu za osmino finala","Štadion: Estadio Wanda Metropolitano, Gledalcev: 55742, Sodnik: Ivan Kružliak (SVK)
        
        
            
                
                
                Atletico Madrid
            
            
                3 : 1
            
            
                
                
                Club Brugge
            
        
    
    
        
            
            
          27'Mats Rits28'Antoine Griezmann1 : 0 36'Jose Gimenez   1 : 139'Arnaut Groeneveld67'Antoine Griezmann2 : 1   81'Lois Openda85'Lucas Hernández  93'Koke3 : 1 
        
        
            Atletico Madrid: Jan Oblak, Diego Godin, Santiago Arias, Jose Gimenez (od 46. Luis Filipe, od 46. Marius Wolf), Lucas Hernández, Saul, Thomas Lemar, Thomas (od 63. Angel Correa), Koke, Diego Costa, Antoine Griezmann.
Trener: Diego Pablo Simeone
            
            Club Brugge: Karlo Letica, Brandon Mechele, Benoit Poulain, Stefano Denswil, Ruud Vormer, Mats Rits (od 75. Lois Openda), Hans Vanaken, Wesley, Thibault Vlietinck (od 57. Clinton Mata), Siebe Schrijvers (od 56. Marvelous Nakamba), Arnaut Groeneveld.
Trener: Ivan Leko"
"1541972183-73","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","2:2","https://www.nogomania.com/Evropske-Lige/Ekipa/Olympique-Lyonnais/Novica/Lyon-se-je-resil-poraza.aspx","Lyon se je rešil poraza","Štadion: Stade des Lumières, Gledalcev: 0, Sodnik: Andris Treimanis (LAT)
        
        
            
                
                
                Lyon
            
            
                2 : 2
            
            
                
                
                Šahtar
            
        
    
    
        
            
            
         0 : 144'Junior Moraes46'Nabil Fekir   0 : 255'Junior Moraes70'Moussa Dembélé1 : 2 72'Leo Dubois2 : 2 
        
        
            Lyon: Anthony Lopes, Marcelo, Leo Dubois, Jason Denayer, Ferland Mendy, Tanguy NDombele (od 87. Pape Cheikh), Houssem Aouar, Nabil Fekir, Bertrand Traore (od 63. Memphis Depay), Lucas Tousart, Moussa Dembélé (od 81. Maxwel Cornet).
Trener: Bruno Génésio
            
            Šahtar: Andrij Pjatov, Sergej Krivcov, Jaroslav Rakitskij, Ismaily, Mikola Matvienko, Maycon, Marlos (od 91. Fernando), Taras Stepanenko, Alan Patrick (od 75. Viktor Kovalenko), Junior Moraes (od 83. Olarenwaju Kayode), Taison.
Trener: Paulo Fonseca"
"1541972198-78","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","2:0","https://www.nogomania.com/Evropske-Lige/Ekipa/Fu%C3%9Fball-Club-Bayern-M%C3%BCnchen-e-V/Novica/Bayern-prakticno-v-osmini-finala.aspx","Bayern praktično v osmini finala","Štadion: Allianz Arena, Gledalcev: , Sodnik: Matej Jug (SLO)
        
        
            
                
                
                Bayern Munchen
            
            
                2 : 0
            
            
                
                
                AEK
            
        
    
    
        
            
            
          30'Uroš Ćosić31'Robert Lewandowski (11m)1 : 0   64'André Simões  67'Vasilios Lampropoulos71'Robert Lewandowski2 : 0 
        
        
            Bayern Munchen: Manuel Neuer, Jerome Boateng, Mats Hummels, Franck Ribery (od 84. Rafinha), David Alaba, Serge Gnabry (od 87. Renato Sanches), Leon Goretzka, Joshua Kimmich, Javi Martinez, Robert Lewandowski (od 91. Sandro Wagner), Thomas Müller.
Trener: Niko Kovač
            
            AEK: Vasilios Barkas, Vasilios Lampropoulos, Uroš Ćosić, Dmitro Čigrinski, Niklas Hult, Michalis Bakakis, André Simões, Alef (od 67. Erik Moran), Konstantinos Galanopoulos (od 78. Rodrigo Galo), Petros Mantalos (od 80. Lucas Boyé), Ezequiel Ponce.
Trener: Marinos Ouzounidis"
"1541972189-75","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","1:2","https://www.nogomania.com/Evropske-Lige/Ekipa/Manchester-City/Novica/Lyon-avtor-prve-velike-senzacije.aspx","Lyon avtor prve velike senzacije","Štadion: City of Manchester Stadium, Gledalcev: 40111, Sodnik: Daniele Orsato (ITA)
        
        
            
                
                
                Manchester City
            
            
                1 : 2
            
            
                
                
                Lyon
            
        
    
    
        
            
            
         0 : 126'Maxwel Cornet 0 : 243'Nabil Fekir67'Bernardo Silva1 : 2   77'Nabil Fekir90'Sergio Aguero    94'Bertrand Traore
        
        
            Manchester City: Ederson, Aymeric Laporte, John Stones, Kyle Walker, Fabian Delph, David Silva, Fernandinho, Raheem Sterling (od 76. Riyad Mahrez), Bernardo Silva, Ilkay Gündogan (od 55. Leroy Sane), Gabriel Jesus (od 63. Sergio Aguero).
Trener: Josep Guardiola
            
            Lyon: Anthony Lopes, Marcelo, Jason Denayer, Ferland Mendy, Rafael (od 77. Leo Dubois), Tanguy NDombele, Houssem Aouar, Pape Cheikh, Nabil Fekir (od 79. Lucas Tousart), Maxwel Cornet (od 92. Bertrand Traore), Memphis Depay.
Trener: Bruno Génésio"
"1541972254-97","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","1:0","https://www.nogomania.com/Evropske-Lige/Ekipa/Napoli/Novica/Insigne-je-San-Paolo-potisnil-v-trans.aspx","Insigne je San Paolo potisnil v trans","Štadion: San Paolo, Gledalcev: 37057, Sodnik: Viktor Kassai (MADŽ)
        
        
            
                
                
                Napoli
            
            
                1 : 0
            
            
                
                
                Liverpool
            
        
    
    
        
            
            
        25'Kalidou Koulibaly    45'James Milner90'Lorenzo Insigne1 : 0 
        
        
            Napoli: David Ramirez Ospina, Raul Albiol, Nikola Maksimović, Kalidou Koulibaly, Mario Rui, Fabian (od 68. Simone Verdi), Jose Maria Callejon, Allan, Marek Hamšik (od 81. Piotr Zielinski), Lorenzo Insigne, Arkadiusz Milik (od 68. Dries Mertens).
Trener: Carlo Ancelotti
            
            Liverpool: Alisson, Trent Alexander-Arnold, Virgil van Dijk, Andrew Robertson, Joe Gomez, Naby Keita (od 19. Jordan Henderson), James Milner (od 76. Fabinho), Roberto Firmino, Georginio Wijnaldum, Mohamed Salah, Sadio Mane (od 89. Daniel Sturridge).
Trener: Jürgen Klopp"
"1541972208-82","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","1:1","https://www.nogomania.com/Evropske-Lige/Ekipa/Fu%C3%9Fball-Club-Bayern-M%C3%BCnchen-e-V/Novica/Bayern-je-v-krizi-spet-brez-zmage.aspx","Bayern je v krizi, spet brez zmage","Štadion: Allianz Arena, Gledalcev: 70000, Sodnik: Pavel Kralovec (ČEŠ)
        
        
            
                
                
                Bayern Munchen
            
            
                1 : 1
            
            
                
                
                Ajax
            
        
    
    
        
            
            
        4'Mats Hummels1 : 0   21'Donny van de Beek 1 : 122'Noussair Mazraoui40'Javi Martinez    51'Daley Blind78'James Rodriguez  88'Serge Gnabry  
        
        
            Bayern Munchen: Manuel Neuer, Jerome Boateng, Mats Hummels (od 93. Niklas Süle), Javi Martinez, Thiago Alcantara, Franck Ribery (od 74. Serge Gnabry), Arjen Robben (od 62. James Rodriguez), David Alaba, Joshua Kimmich, Robert Lewandowski, Thomas Müller.
Trener: Niko Kovač
            
            Ajax: André Onana, Maximilian Wöber, Noussair Mazraoui, Nicolas Tagliafico, Hakim Ziyech, Daley Blind, Lasse Schøne, Donny van de Beek (od 75. Dani de Wit), Dani de Wit, David Neres (od 85. Kasper Dolberg), Dušan Tadić.
Trener: Erik ten Hag"
"1541972317-116","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","1:2","https://www.nogomania.com/Evropske-Lige/Ekipa/AS-Monaco/Novica/Atletico-prigaral-zmago-v-knezevini.aspx","Atletico prigaral zmago v kneževini","Štadion: Stade Louis II, Gledalcev: 10575, Sodnik: William Collum (ŠKO)
        
        
            
                
                
                Monaco
            
            
                1 : 2
            
            
                
                
                Atletico Madrid
            
        
    
    
        
            
            
        11'Radamel Falcao  18'Samuel Grandsir1 : 0  1 : 131'Diego Costa 1 : 245'Jose Gimenez  48'Jose Gimenez52'Djibril Sidibé  78'Adama Traore    92'Diego Costa
        
        
            Monaco: Diego Benaglio, Kamil Glik, Djibril Sidibé, Jemerson, Kévin N'Doram, Jean-Eudes Aholou (od 69. Adama Traore), Samuel Grandsir (od 77. Moussa Sylla), Benjamin Henrichs, Youri Tielemans, Nacer Chadli (od 58. Jordi Mboula), Radamel Falcao.
Trener: Thierry Henry
            
            Atletico Madrid: Jan Oblak, Diego Godin, Jose Gimenez, Lucas Hernández, Saul, Juanfran, Koke, Rodri, Diego Costa, Antoine Griezmann, Angel Correa (od 70. Thomas Lemar).
Trener: Diego Pablo Simeone"
"1541972148-62","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","1:2","https://www.nogomania.com/Evropske-Lige/Ekipa/CSKA-Moskva/Novica/Kljucna-zmaga-Rome.aspx","Ključna zmaga Rome","Štadion: Arena CSKA, Gledalcev: , Sodnik: Cuneyt Cakιr (TUR)
        
        
            
                
                
                CSKA Moskva
            
            
                1 : 2
            
            
                
                
                Roma
            
        
    
    
        
            
            
         0 : 14'Konstantinos Manolas30'Hördur Magnússon  51'Arnor Sigurdsson1 : 1 56'Hördur Magnússon   1 : 259'Lorenzo Pellegrini
        
        
            CSKA Moskva: Igor Akinfejev, Kiril Nababkin, Mário Fernandes (od 12. Georgi Ščenikov), Hördur Magnússon, Rodrigo Becão, Ivan Obljakov, Arnor Sigurdsson (od 64. Nikita Černov), Ilzat Ahmetov (od 76. Khetag Kosunov), Jaka Bijol, Nikola Vlašić, Fedor Čalov.
Trener: Viktor Gončarenko
            
            Roma: Robin Olsen, Davide Santon, Aleksandar Kolarov, Federico Fazio, Konstantinos Manolas, Steven Nzonzi, Lorenzo Pellegrini (od 82. Nicolò Zaniolo), Bryan Cristante, Alessandro Florenzi (od 88. Juan Jesus), Justin Kluivert (od 70. Cengiz Under), Edin Džeko.
Trener: Eusebio Di Francesco"
"1541972157-65","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","5:0","https://www.nogomania.com/Evropske-Lige/Ekipa/Roma/Novica/Roma-odpihnila-ceske-prvake.aspx","Roma odpihnila češke prvake","Štadion: Olimpico, Gledalcev: 41243, Sodnik: Paweł Raczkowski (POL)
        
        
            
                
                
                Roma
            
            
                5 : 0
            
            
                
                
                Viktoria Plzen
            
        
    
    
        
            
            
        3'Edin Džeko1 : 0 40'Edin Džeko2 : 0   51'Lukas Hejda64'Cengiz Under3 : 0 73'Justin Kluivert4 : 0 80'Patrik Schick  92'Edin Džeko5 : 0 
        
        
            Roma: Robin Olsen, Aleksandar Kolarov (od 75. Luca Pellegrini), Federico Fazio, Juan Jesus, Alessandro Florenzi, Bryan Cristante, Steven Nzonzi, Lorenzo Pellegrini (od 74. Patrik Schick), Cengiz Under (od 74. Nicolò Zaniolo), Justin Kluivert, Edin Džeko.
Trener: Eusebio Di Francesco
            
            Viktoria Plzen: Matús Kozácik, Lukas Hejda, Václav Procházka, Roman Hubnik, David Limbersky, Radim Reznik, Tomás Horava (od 64. Daniel Kolar), Jan Kovarik, Patrik Hrosovsky, Martin Zeman (od 71. Ubong Moses), Michael Krmenčík (od 78. Jakub Rezniček).
Trener: Pavel Vrba"
"1541972143-61","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","0:5","https://www.nogomania.com/Evropske-Lige/Ekipa/Real-Madrid/Novica/Prebujeni-Real-si-krepi-samozavest.aspx","Prebujeni Real si krepi samozavest","Štadion: Doosan Arena, Gledalcev: 11483, Sodnik: Deniz Aytekin (NEM)
        
        
            
                
                
                Viktoria Plzen
            
            
                0 : 5
            
            
                
                
                Real Madrid
            
        
    
    
        
            
            
         0 : 120'Karim Benzema 0 : 223'Casemiro 0 : 337'Karim Benzema 0 : 440'Gareth Bale  53'Nacho 0 : 567'Toni Kroos
        
        
            Viktoria Plzen: Aleš Hruška, Milan Havel (od 38. Milan Petržela), Roman Hubnik, David Limbersky, Radim Reznik, Lukas Hejda, Václav Procházka, Patrik Hrosovsky, Jan Kopic, Aleš Čermák (od 61. Tomás Horava), Tomaš Chory (od 80. Jakub Rezniček).
Trener: Pavel Vrba
            
            Real Madrid: Thibaut Courtois, Nacho, Sergio Ramos (od 59. Javier Sanchez), Alvaro Odriozola, Sergio Reguilon, Casemiro, Gareth Bale, Lucas Vazquez, Dani Ceballos, Toni Kroos (od 73. Isco), Karim Benzema (od 62. Vinicius Júnior).
Trener: Julen Lopetegui"
"1541972233-90","https://www.nogomania.com/Evropski-Pokali/Liga-Prvakov.aspx","0:1","https://www.nogomania.com/Evropske-Lige/Ekipa/Lokomotiva-Moskva/Novica/Schalke-do-prve-zmage-slavil-je-v-Moskvi.aspx","Schalke do prve zmage, slavil je v Moskvi","Štadion: Stadion Lokomotive, Gledalcev: 21471, Sodnik: Anthony Taylor (ANG)
        
        
            
                
                
                Lokomotiva Moskva
            
            
                0 : 1
            
            
                
                
                Schalke
            
        
    
    
        
            
            
          18'Omar Mascarell19'Benedikt Höwedes  43'Solomon Kvirkvelia  45'Vladislav Ignatijev    52'Weston McKennie 0 : 188'Weston McKennie
        
        
            Lokomotiva Moskva: Guilherme, Benedikt Höwedes, Brian Idowu, Solomon Kvirkvelia, Dmitri Barinov, Vladislav Ignatijev, Grzegorz Krychowiak, Anton Mirančuk (od 72. Igor Denisov), Aleksej Mirančuk (od 83. Rifat Žemaletdinov), Manuel Fernandes, Eder.
Trener: Juri Semin
            
            Schalke: Ralf Fährmann, Naldo, Salif Sané, Hamza Mendyl, Weston McKennie, Daniel Caligiuri, Jevgen Konopljanka, Breel Donald Embolo (od 72. Guido Burgstaller), Omar Mascarell (od 46. Suat Serdar), Sebastian Rudy (od 55. Nabil Bentaleb), Mark Uth.
Trener: Domenico Tedesco"
